303,-876,1285,-7900,-7749,-13822
206,-678,1210,-5290,-8411,-13512
240,-549,1043,-11,-7350,-11769
58,-187,1286,5495,-4326,-7480
49,-110,1392,8524,-3056,-1719
208,-280,1430,8738,-1172,835
257,-482,1578,9294,2712,1540
270,-568,1610,10995,8439,1973
246,-600,1401,12065,10977,3053
224,-691,1214,11601,9919,3137
72,-473,1154,9964,5712,830
-64,-227,1400,10759,3673,730
-84,-210,1670,12079,3328,131
-60,-308,1988,9562,2573,-1098
-26,-405,2105,5942,2159,-3275
76,-593,1737,3004,2894,-4013
22,-604,1469,226,3880,-4363
-66,-462,1527,795,2715,-2594
-128,-257,1543,5606,1242,260
-183,-53,1539,9474,1403,1614
-346,-21,1588,56,641,-565
11,-184,1453,-293,97,-2002
130,-263,1413,-1332,1436,-1924
32,-412,1407,-993,1012,-2494
84,-561,1496,-181,1667,-3568
-42,-443,1559,1472,1173,-2461
-81,-412,1634,3851,1601,-418
-103,-279,1720,6714,2216,1935
-88,-147,1625,7052,1062,3534
-111,-195,1500,6130,-157,4952
29,-262,1675,3914,-845,4846
107,-348,1939,1530,214,2871
-2,-390,2211,1050,750,867
-174,-254,2204,1337,928,355
-192,-108,2167,1204,755,372
-111,-171,2165,948,531,773
-33,-333,2111,612,-173,937
-13,-372,2216,1396,-556,1532
-72,-343,2197,2692,-607,2504
-78,-348,2253,2859,998,2118
-215,-326,2402,2510,2112,1484
-230,-272,2407,1856,1828,665
-169,-211,2264,830,1171,234
-183,-143,2316,-888,450,-56
-306,-168,2432,-1642,-272,352
-353,-345,2749,140,319,1132
-387,-327,2792,583,1332,608
-429,-269,2711,-227,1781,307
-437,-288,2659,-1405,2836,245
-473,-400,2677,-1998,2990,635
-530,-469,2727,-1108,3274,1075
-590,-406,2817,426,3735,1385
-601,-303,2786,1098,4261,1508
-567,-322,2697,525,5220,814
-511,-364,2669,103,5366,-862
-592,-423,2677,-335,5871,-2476
-775,-399,2607,-1158,5173,-3041
-872,-467,2429,-1922,5160,-2816
-851,-429,2774,-2386,4649,-680
-929,-546,2915,-1978,5154,1348
-963,-597,2926,-964,6333,2269
-1026,-430,2960,-595,7357,2632
-1066,-329,2964,-1916,7557,1870
-1106,-301,3129,-3866,7621,848
-1169,-404,3196,-4580,7426,322
-1182,-477,3333,-3378,8623,420
-1445,-593,2707,-3319,10557,-149
-1497,-431,3496,-3379,11210,-979
-1203,-720,3542,-4494,10049,-2311
-1235,-547,3270,-5638,11096,-2410
-1298,-605,3226,-5037,11967,-809
-1340,-629,3344,-3559,11987,1479
-1255,-711,3479,-1631,11975,3197
-1202,-712,3411,-1631,12626,2529
-1240,-614,3508,-1911,12400,2944
-1370,-455,3501,-2650,12421,3577
-1319,-552,3286,-2505,14098,2418
-1460,-678,3348,-2872,17265,-1813
-1713,-842,3236,-4328,17396,-2314
-1832,-985,3024,-5713,17222,-1079
-1977,-1065,2968,-6050,17861,529
-2246,-1135,3063,-5851,19410,2627
-2288,-1002,3505,-4308,20951,2942
-2401,-831,3653,-3167,22922,2691
-2061,-669,3623,-3359,26468,1066
-1705,-737,3558,-533,31042,277
-902,-1210,3267,-2500,29627,2483
261,-799,3205,97,14464,2440
1233,-627,745,1777,-9643,-10381
-1,16,-139,-3724,-17146,-14723
26,-102,-577,-3600,-14972,-15435
-41,40,-450,-3626,-14404,-15245
56,-14,-216,-3605,-13228,-15017
89,-34,-223,-3656,-12725,-15117
47,-25,-225,-3728,-12184,-15108
47,-36,-246,-3825,-11452,-15157
51,-25,-242,-3888,-11064,-15096
46,-33,-234,-3991,-10611,-15067
45,-19,-236,-4068,-10256,-15001
63,-13,-228,-4141,-9904,-14914
39,-21,-235,-4241,-9657,-14839
50,-40,-224,-4309,-9414,-14776
43,-17,-222,-4387,-9208,-14695
44,-28,-225,-4448,-8989,-14619
31,-20,-206,-4507,-8860,-14535
45,-25,-239,-4579,-8702,-14461
40,-14,-200,-4633,-8612,-14406
46,-29,-210,-4692,-8508,-14308
38,-17,-226,-4760,-8416,-14239
38,-26,-212,-4789,-8361,-14187
24,-27,-209,-4831,-8314,-14148
41,-30,-209,-4861,-8265,-14090
30,-33,-220,-4874,-8227,-14055
53,-37,-215,-4888,-8199,-14059
49,-41,-202,-4907,-8205,-14065
42,-39,-201,-4950,-8203,-14094
60,-30,-225,-4945,-8205,-14142
56,-28,-230,-4989,-8243,-14250
60,-38,-212,-5021,-8268,-14408
51,-46,-203,-5062,-8322,-14541
66,-44,-203,-5083,-8363,-14702
53,-49,-198,-5102,-8393,-14816
59,-52,-199,-5129,-8425,-14984
63,-42,-195,-5132,-8515,-15157
54,-57,-192,-5162,-8643,-15405
68,-64,-200,-5212,-8788,-15632
79,-70,-197,-5257,-8985,-15941
88,-66,-200,-5336,-9181,-16315
81,-59,-190,-5418,-9385,-16762
87,-74,-188,-5475,-9604,-17195
83,-77,-187,-5536,-9807,-17724
97,-95,-192,-5571,-10038,-18305
112,-86,-187,-5604,-10342,-19006
118,-98,-155,-5675,-10688,-19797
118,-110,-166,-5786,-11044,-20651
120,-113,-202,-6036,-11387,-21565
135,-129,-178,-6267,-11690,-22571
136,-133,-198,-6509,-11895,-23684
149,-147,-190,-6793,-12126,-24878
166,-165,-176,-7188,-12495,-26549
160,-174,-166,-7513,-12582,-28024
166,-191,-199,-7913,-12730,-29574
176,-181,-171,-8226,-12776,-31160
185,-191,-173,-8589,-12738,-32768
151,-194,-184,-8944,-12736,-32768
155,-182,-208,-9346,-12524,-32768
121,-189,-229,-9772,-12087,-32768
95,-188,-232,-10126,-11620,-32768
78,-177,-246,-10436,-11063,-32768
57,-193,-176,-10831,-10625,-32768
68,-218,-171,-11245,-10205,-32768
95,-213,-163,-11517,-9614,-32768
91,-195,-158,-11859,-9237,-32768
15,-201,-174,-12299,-8913,-32768
10581,32767,7231,32767,-32768,32767
-7229,-1856,-15542,-5845,32767,32767
13539,-8516,18128,-29430,30445,32767
-1316,-9913,-22981,-32768,-26245,32767
-2017,-4727,-13361,-4085,23749,32767
-1532,-2557,-7593,-19259,27924,21859
4951,-2913,6488,-22805,13870,2973
2884,-1865,1557,-21218,3553,-25146
2135,-1792,609,-18521,-4404,-32768
759,-1813,-3309,-12668,8414,-32768
1635,-1780,-1715,-5905,29869,-32768
683,-612,-1707,10510,32767,-32768
2487,349,478,20857,32767,-24141
3939,-729,1267,21457,32767,-24847
2191,-137,1469,-1539,16951,-15472
2002,-186,818,-10543,3283,-6590
2514,-542,271,-6307,-1257,2106
3471,-1103,-26,-1798,-1184,10783
3718,-1604,-96,-1036,1958,7993
3485,-1969,116,-2587,4040,-1903
2821,-1526,70,-2251,8043,-9897
2917,-902,383,768,10732,-8907
3430,-671,529,4508,13420,-4717
3826,-659,948,6864,12868,-1334
4005,-962,1415,7111,8376,1918
3992,-1507,1325,6593,2731,2623
3951,-1990,820,2110,-1157,-842
3612,-1991,666,-3564,-2680,-4747
3768,-1663,739,-3047,446,-10044
3986,-999,1008,1249,1524,-13904
3840,-649,832,3938,2334,-9543
3725,-474,815,3313,2530,-3241
3670,-500,990,3203,1666,1696
3642,-793,812,2840,758,3168
3739,-995,676,2578,1779,1954
3618,-886,502,1184,1545,-505
3712,-738,711,-998,-808,-1850
3271,-537,756,-1434,-3436,-2080
3008,-420,612,-820,-3668,-31
2926,-434,531,-9,-2499,2582
2822,-559,578,593,-2675,4080
2670,-677,635,1391,-3440,4770
2427,-822,573,1416,-4796,4530
2309,-843,536,926,-5277,3185
2352,-818,593,-296,-6678,407
2190,-682,552,-2177,-8388,-3251
1899,-374,531,-2671,-8291,-6988
1614,-195,460,-2850,-7855,-7540
1300,-62,408,-3177,-7063,-5809
1165,-16,390,-2808,-5522,-3690
1111,-2,454,-2266,-4196,-2652
1070,-40,587,155,-2643,-2766
951,-32,547,1882,-2577,-3217
835,-30,421,1276,-3470,-2510
800,-53,360,-296,-3832,-476
933,-96,265,-1231,-3064,820
1105,-129,197,-1450,-2053,422
1053,-107,158,-1930,-868,-772
946,-78,290,-1807,459,-1837
981,-64,428,-856,679,-2201
1022,-103,332,327,913,-1292
1122,-214,159,561,2555,-26
1471,-284,255,-817,3573,-442
1599,-105,359,-2255,745,-3383
1615,-40,259,-878,935,-1443
1764,-42,227,-38,1566,-143
1925,-137,217,26,2093,126
1896,-234,220,315,3182,337
1989,-318,232,907,4296,245
2153,-323,350,1029,4192,-699
2287,-322,376,224,3198,-1576
2365,-270,312,-462,3338,-1777
2432,-291,298,-426,4105,-913
2670,-375,373,-654,3916,53
2927,-488,341,-521,3392,-1
3165,-574,302,-187,2633,-684
3360,-617,305,173,1538,-1499
3577,-625,368,233,-170,-2406
3613,-576,301,-142,-1963,-2507
3615,-496,176,-410,-2556,-1847
3593,-400,131,-841,-2151,180
3549,-369,194,-900,-1411,2668
3522,-353,325,-370,-882,5644
3450,-385,338,253,-1204,8251
3426,-502,311,499,-2272,9595
3315,-725,248,374,-3552,9857
3215,-1008,159,650,-3332,9218
3264,-1361,151,808,-1879,6900
3736,-1664,234,-1196,-1480,1676
3851,-1504,507,-3139,-3294,-4968
3803,-1073,636,-4461,-7187,-8973
3615,-709,409,-5165,-9879,-9107
3444,-452,173,-4220,-11495,-8433
3091,-251,-161,-2529,-10194,-6751
3136,-89,-288,-1623,-7294,-1832
3276,-59,-40,-1044,-6204,2881
3169,-189,19,609,-5317,9728
3251,-431,-60,1946,-3065,14381
3533,-757,-45,1145,-1903,17383
4572,-1728,29,-1351,-3367,11418
4090,-1806,472,-3717,-7291,5678
4125,-1420,847,-6684,-14279,4432
3962,-941,571,-8289,-19528,5089
3853,-977,134,-7963,-18735,6267
3959,-1441,18,-6804,-16954,4444
3824,-1388,-48,-7005,-16846,1009
3447,-784,-280,-6076,-15497,-48
3276,-490,-541,-4682,-11525,948
3071,-596,-519,-3954,-7220,3309
3299,-1107,-217,-4635,-7162,5441
3513,-1510,-268,-7753,-9942,3755
3570,-1616,-484,-10023,-13500,741
3565,-1068,-1279,-12477,-12096,-2906
3672,-506,-1104,-6756,-10543,-1177
4030,-424,-399,-1143,-7576,2444
4233,-932,1598,87,-11825,6161
3775,-1329,2100,2184,-19310,3199
1845,-945,1681,8412,-21894,3280
260,-247,808,17660,-21473,6810
-46,-41,-483,21169,-19340,5460
-89,-66,-456,20546,-18305,6016
-73,-51,-217,21147,-19298,6363
-76,-37,-200,20854,-19340,6513
-37,-52,-103,20864,-19685,6988
-73,-48,-190,20954,-19676,7046
-90,-45,-206,20847,-19791,7437
-64,-59,-204,20890,-19902,7712
-63,-43,-228,20853,-19997,7998
-62,-45,-210,20872,-20233,8354
-55,-63,-221,20810,-20376,8544
-33,-67,-185,20775,-20560,8735
-39,-66,-176,20722,-20800,8848
-40,-58,-216,20641,-21016,8917
-19,-69,-215,20553,-21213,8951
-12,-74,-234,20466,-21370,8983
-11,-70,-203,20392,-21587,8988
-12,-80,-225,20296,-21749,8969
-18,-68,-221,20205,-21925,8903
-14,-60,-219,20121,-22044,8835
-1,-79,-206,20025,-22223,8757
-2,-83,-222,19950,-22329,8636
-14,-79,-238,19870,-22463,8551
-15,-79,-223,19777,-22577,8395
0,-77,-221,19715,-22705,8252
5,-82,-211,19623,-22859,8035
-17,-84,-209,19554,-22980,7859
-11,-77,-218,19472,-23066,7661
-14,-96,-218,19429,-23231,7499
-18,-83,-218,19376,-23303,7340
2,-83,-218,19357,-23422,7154
-11,-83,-218,19320,-23553,7006
-1,-70,-202,19271,-23689,6797
-8,-88,-210,19253,-23797,6565
-8,-78,-221,19230,-23890,6293
-5,-72,-212,19193,-24022,5951
5,-92,-201,19200,-24134,5634
-2,-92,-199,19220,-24258,5229
15,-96,-190,19231,-24438,4701
22,-120,-191,19261,-24606,4148
21,-109,-195,19272,-24812,3438
38,-124,-192,19251,-25055,2354
23,-126,-195,19247,-25229,1537
36,-125,-189,19276,-25347,709
18,-133,-187,19306,-25522,-153
41,-134,-180,19430,-25778,-1146
38,-136,-168,19636,-26035,-2209
58,-158,-155,19881,-26459,-3345
63,-174,-124,20108,-26846,-4629
64,-172,-110,20396,-27269,-6076
91,-193,-107,20567,-27821,-7581
77,-173,-113,20756,-28227,-9175
67,-183,-110,20974,-28715,-10685
96,-209,-152,21132,-29223,-12360
100,-200,-115,21292,-29771,-14148
90,-223,-126,21422,-30282,-15935
113,-212,-77,21576,-30942,-17707
101,-220,-109,21687,-31793,-20127
101,-232,-108,21764,-32537,-21981
89,-240,-126,21781,-32768,-23788
51,-234,-138,21837,-32768,-25590
28,-231,-169,21998,-32768,-27183
11,-252,-179,22065,-32768,-28530
16,-246,-146,22178,-32533,-29949
53,-263,-185,22219,-31979,-31650
80,-278,-159,22173,-31267,-32768
15725,-1824,19127,32767,32767,32767
12415,-1244,6762,28477,-17758,-88
567,-4103,-2530,-27183,32498,32767
4675,-3206,5741,-2854,-2326,32767
5085,-2947,5701,3235,-11181,32767
2930,-2725,423,2159,4784,-29164
3065,-1389,965,-2858,11136,-32768
3133,475,2422,-2164,12577,-32768
2649,1598,2558,10561,18708,-32768
1599,1578,2666,25779,20800,-21035
735,347,2870,32767,22472,3277
2408,-358,4350,32767,14563,14177
3782,-791,4387,32767,-13122,5808
3662,-530,4529,17742,-32768,-1559
8035,-1474,-338,3075,-32768,-1112
4435,-2046,5,3870,-28944,-2592
3766,-1893,-1093,3844,-7163,-21005
2107,-896,-124,335,10714,-32768
1603,-220,1726,2682,22080,-32768
2055,406,2582,3764,18393,-26770
2212,997,2250,72,-3925,-11635
2190,796,1792,-545,-13145,-668
2379,407,1424,-540,-22757,5137
2515,183,901,1368,-27739,9371
3063,157,886,3554,-25374,12464
3941,41,644,4743,-18447,10635
4120,-75,737,3123,-11841,5590
3844,103,874,3980,-3279,2304
3537,236,787,3513,2881,404
3306,466,836,1784,4783,-2649
3209,819,1016,143,4829,-4134
3287,1121,1353,-698,4113,-2304
3496,1203,1592,-1472,1144,1784
3870,1001,1720,-1655,-4178,3990
4092,822,1629,-1409,-8409,2869
4042,798,1367,-1126,-9871,-235
3820,873,1078,-555,-9061,-2691
3445,1037,783,1260,-5551,-4028
3284,1055,733,1627,-2752,-2400
3241,1000,728,1684,-1573,-364
3162,748,670,1365,-525,7
2909,410,668,1344,1322,-681
2591,236,596,1342,2219,-1884
2251,253,482,1766,2712,-2753
1942,319,424,2023,1480,-2700
1805,357,277,2059,-454,-2390
1602,354,68,1897,-685,-2857
1451,337,-52,924,132,-3682
1403,278,6,777,1592,-4523
1394,240,208,847,1534,-5754
1353,232,205,2168,254,-6488
1341,330,137,2649,-592,-6762
1276,409,119,2731,-1454,-6850
1285,510,216,2812,-3090,-5970
1477,655,219,3148,-4187,-2311
1784,674,293,3422,-5301,89
1996,670,487,5014,-6871,2383
2283,615,507,7114,-9384,3303
2403,573,208,8248,-10100,4624
2576,564,67,7382,-10183,6370
2536,577,-10,7175,-8796,8746
2701,357,-298,5161,-6221,10147
2723,105,-475,1625,-2150,11124
2596,-94,-384,-1112,2106,10819
2409,-198,-168,-1905,5882,8821
2248,-324,132,-1158,6665,6418
2106,-234,374,875,5124,4103
2250,-183,376,1704,2384,1986
2416,-181,341,1120,-2518,1446
2435,-163,146,927,-6116,860
2363,-206,-36,1162,-6096,577
2559,-302,440,2554,-5954,-106
2516,-406,259,2666,-6629,-1183
2699,-316,351,-458,-11973,-3943
2594,-243,-57,-761,-13918,-7377
2680,-153,-274,-2542,-15556,-11709
2492,-74,-326,-3227,-12674,-15679
2210,105,-418,-1469,-10016,-15592
1875,142,-369,1012,-6185,-13539
1496,236,-354,1247,-1886,-10516
1673,238,-52,1960,-1972,-9490
1615,110,-162,2065,-1794,-9172
1536,136,-9,2805,-4157,-8978
1321,205,73,3243,-5557,-7779
1355,201,-5,2415,-5095,-4730
1561,342,-293,1938,-381,-1778
1824,171,-451,1881,4983,-1555
1755,-71,-318,1575,9642,-2597
1507,17,-404,1914,10952,-5666
1718,-110,-2,2947,10828,-10007
1447,70,-147,4608,11073,-13189
1461,-31,205,6436,10170,-13244
1175,450,-92,7917,9809,-8745
1074,496,-54,8907,10084,-1858
1359,510,20,8964,11225,4316
1567,308,136,9042,11321,9291
1747,59,707,8154,12212,12934
1801,-23,516,6756,10597,15558
1785,-27,679,9153,5454,16581
1875,-113,513,13306,837,18356
1917,-212,226,14695,-2144,20267
1924,-434,194,13422,-5752,19768
1867,-538,-191,12791,-6665,17164
1991,-633,-313,12771,-2879,10658
2010,-545,-328,10495,-1218,4024
1997,-364,-246,8561,2,-1537
1975,-189,-266,8521,870,-3680
1978,-76,-170,7890,739,-4450
1967,-55,-157,7311,-211,-4949
1862,-136,-107,6707,-1552,-5986
1674,-153,-116,6205,-1871,-8374
1410,14,-249,6250,688,-10051
